target,location,location_name,truth_date,year_week,value,source,file_kind,snapshot_date,file_path
ARI incidence,DE,Germany,2019-10-20,2019-W42,1116.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2019-10-27,2019-W43,1110.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2019-11-03,2019-W44,978.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2019-11-10,2019-W45,1284.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2019-11-17,2019-W46,1331.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2019-11-24,2019-W47,1325.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2019-12-01,2019-W48,1286.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2019-12-08,2019-W49,1302.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2019-12-15,2019-W50,1364.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2019-12-22,2019-W51,1297.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2019-12-29,2019-W52,433.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-01-05,2020-W01,738.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-01-12,2020-W02,1306.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-01-19,2020-W03,1294.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-01-26,2020-W04,1467.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-02-02,2020-W05,1865.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-02-09,2020-W06,1877.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-02-16,2020-W07,1799.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-02-23,2020-W08,1651.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-03-01,2020-W09,1755.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-03-08,2020-W10,2065.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-03-15,2020-W11,2086.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-03-22,2020-W12,2221.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-03-29,2020-W13,1419.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-04-05,2020-W14,929.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-04-12,2020-W15,485.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-04-19,2020-W16,353.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-04-26,2020-W17,388.9,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-05-03,2020-W18,297.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-05-10,2020-W19,344.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-05-17,2020-W20,349.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-05-24,2020-W21,212.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-05-31,2020-W22,268.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-06-07,2020-W23,204.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-06-14,2020-W24,249.0,ERVISS,snapshot,2024-10-18,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2024-10-18-ARI_incidence.csv
ARI incidence,DE,Germany,2020-06-21,2020-W25,303.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-06-28,2020-W26,374.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-07-05,2020-W27,423.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-07-12,2020-W28,520.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-07-19,2020-W29,532.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-07-26,2020-W30,532.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-08-02,2020-W31,439.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-08-09,2020-W32,412.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-08-16,2020-W33,428.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-08-23,2020-W34,508.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-08-30,2020-W35,636.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-09-06,2020-W36,813.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-09-13,2020-W37,958.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-09-20,2020-W38,1009.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-09-27,2020-W39,943.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-10-04,2020-W40,1091.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-10-11,2020-W41,1083.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-10-18,2020-W42,1019.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-10-25,2020-W43,1138.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-11-01,2020-W44,1216.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-11-08,2020-W45,1122.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-11-15,2020-W46,1012.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-11-22,2020-W47,1004.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-11-29,2020-W48,1036.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-12-06,2020-W49,1040.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-12-13,2020-W50,1143.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-12-20,2020-W51,1003.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2020-12-27,2020-W52,542.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-01-03,2020-W53,420.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-01-10,2021-W01,757.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-01-17,2021-W02,656.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-01-24,2021-W03,571.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-01-31,2021-W04,531.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-02-07,2021-W05,484.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-02-14,2021-W06,473.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-02-21,2021-W07,436.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-02-28,2021-W08,439.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-03-07,2021-W09,508.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-03-14,2021-W10,612.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-03-21,2021-W11,750.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-03-28,2021-W12,829.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-04-04,2021-W13,595.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-04-11,2021-W14,587.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-04-18,2021-W15,689.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-04-25,2021-W16,645.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-05-02,2021-W17,614.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-05-09,2021-W18,563.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-05-16,2021-W19,353.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-05-23,2021-W20,473.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-05-30,2021-W21,363.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-06-06,2021-W22,354.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-06-13,2021-W23,453.0,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-06-20,2021-W24,472.9,ERVISS,snapshot,2025-06-20,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-06-20-ARI_incidence.csv
ARI incidence,DE,Germany,2021-06-27,2021-W25,533.0,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-07-04,2021-W26,708.0,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-07-11,2021-W27,760.9,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-07-18,2021-W28,733.0,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-07-25,2021-W29,641.0,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-08-01,2021-W30,591.9,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-08-08,2021-W31,491.9,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-08-15,2021-W32,483.0,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-08-22,2021-W33,542.0,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-08-29,2021-W34,650.9,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-09-05,2021-W35,788.0,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-09-12,2021-W36,881.0,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-09-19,2021-W37,949.0,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-09-26,2021-W38,1151.0,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-10-03,2021-W39,1228.9,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-10-10,2021-W40,1476.0,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-10-17,2021-W41,1451.9,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-10-24,2021-W42,1486.9,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-10-31,2021-W43,1624.9,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-11-07,2021-W44,1501.0,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
ARI incidence,DE,Germany,2021-11-14,2021-W45,1857.9,ERVISS,snapshot,2025-10-24,/home/nadillia/Documents/MIGHTE-respicast-jointGBM/RespiCast-SyndromicIndicators/target-data/ERVISS/snapshots/2025-10-24-ARI_incidence.csv
