,stage1_l2,stage2_wis,n_features,n_rows,stage1_l2_pct_vs_no_gt,stage2_wis_pct_vs_no_gt
no_gt,0.061901454067428065,328.71696226620776,102.0,23255.0,0.0,0.0
gt_proc,0.05482458116077665,323.9873221984201,272.0,23255.0,-11.432482505084145,-1.438818378942497
gt_raw,0.061528224101480594,357.1385024705397,272.0,23255.0,-0.6029421627816987,8.646204323741314
