date,location,avian influenza,cluster_1,cold medicine,common cold,cough,dyspnea,fever,headache,influenza,influenza vaccine,nasal congestion,nausea,paracetamol,runny nose,sore throat,throat lozenge,virus
2014-10-05,MT,,3444.2476407017325,,1831.3652388630624,1362.242079160196,,2222.006776411622,2473.22818102615,,,,,,,,,5176.96177405541
2014-10-05,NL,37.25159657669985,,137.76171832686285,1711.9665878306853,1299.7876202430352,443.7127441400582,1703.6224979085514,2061.9555800511625,1379.802850515836,473.7488512885412,184.23030128418608,2006.6150738051238,1799.343912373093,,1063.5891067923862,38.15275078396614,3751.469531960061
2014-10-05,NO,,751.8923273237044,0.0,1625.5620796293726,671.739398726898,249.30352977664592,2768.8801428156294,1789.132123925873,1054.15708355594,,,1823.3579266248569,1246.2670703931096,,385.1700547128541,,5139.669115017094
2014-10-05,PL,0.0,354.0948109868568,23.968157539416296,1434.4464686452247,2245.5733606398903,180.27606973226764,1652.3485455717453,1791.9950942527018,1231.1224161860014,44.32903273707917,160.59106334673237,657.2597225811118,595.0016759868395,,657.4302782681001,,3580.5563846213254
2014-10-05,RO,,140.89579061832572,,2903.338788021634,1929.8444758165097,0.0,1291.400659155586,819.7471126396111,1279.5896980244886,,449.7544064639153,620.0333165008913,1191.722714533004,133.0395070947534,240.9698370493072,,2494.8526955299258
2014-10-05,SI,,,,1440.783588581853,2410.191132992996,,1436.0229782427668,900.1168003816795,873.6035955641343,,,1206.5338634072114,717.2939223388058,,499.0163454388273,,2538.801142639621
2014-10-05,SK,,326.10678892580927,,1228.7722382259906,420.405219622713,,1004.3749063642076,1295.9938801795288,1414.330815524802,,,478.92026418576495,823.9892537688113,,482.936437553547,,2200.127741784942
2014-10-12,AT,,549.9007108911544,232.3203034678547,1615.172027987096,2206.494904472799,309.72752133151533,2067.91952961955,1722.9629328965111,972.4639071870288,,157.2202431150603,1424.7774418631022,772.7737635909955,,1034.490850242698,,3244.6265031375365
2014-10-12,BE,,532.663156219299,0.0,1065.4321599568862,1139.0148140745596,195.5492306282381,1337.984414807986,1364.9277109494649,1142.6584555483848,,250.1746611110833,1100.0947158754982,765.2417426626806,99.2116286939927,665.6316875627244,0.0,3625.536978433465
2014-10-12,BG,,284.89396329232125,,1169.7660554353777,3426.0558573432386,162.351572453707,-17.39452788585436,734.3074391316908,1055.3812323601,,,335.0110482754002,864.7096107759928,1461.4463103715086,351.1517378130849,,2737.5155453142934
2014-10-12,CH,,515.6287560767698,93.06556026065572,1250.9961226311996,1323.3095991533046,299.57938549646434,1870.990499027653,2084.7204299824225,1321.26901288925,,174.83684270971602,1427.6685751130444,962.047939210327,0.0,617.1451973583277,,4196.242858272504
2014-10-12,CY,,1009.7032200498046,,1279.5195925383734,1223.7539626431455,,1382.246032872293,1838.7171382628771,1018.1870280975362,,,0.0,1.4742219683265922,,0.0,,4104.93228844876
2014-10-12,CZ,,243.0787826816691,,1059.5043568978888,395.1293450358302,169.41800245082584,1072.2435949793005,1124.4267412083204,1276.1478060809538,,222.20108093348583,813.459465479033,613.0899400306473,,653.8954421520464,,1624.995573852121
2014-10-12,DE,25.00739235638532,0.0,261.7113783727635,2372.3832579448413,1929.2359196115317,363.84052810374175,1879.6947593962132,1880.0840622397077,989.2385952822548,418.5836919891516,130.15524087411927,1713.992251579898,535.6756325970016,52.54619561049165,1012.4900357292292,52.06604792646361,3462.865208382328
2014-10-12,DK,,352.57332594274453,145.68195008131732,1214.746219125724,545.0625726207503,199.7408607549775,1424.490886912684,1495.1029815097054,1282.2760534641152,,130.93190146114162,1115.2780551982294,927.976333113394,,550.6345622712739,,3749.849399748787
2014-10-12,EE,,881.054400234252,,647.4699041847382,1415.685557938867,,2018.8721685787532,1421.43524048114,913.3871398284274,,,56.02480657627916,0.0,,,,9725.49006856122
2014-10-12,ES,61.83253047172177,20.23054531480596,47.42837674065578,1238.2447530940578,1092.7725912508984,125.27191284133096,1931.1028894580609,1330.4323518433948,1565.0659632045565,433.073120482825,143.31338045707173,488.3303888335562,1635.5829509640764,22.507915908017043,352.8625059731648,,4192.655039801545
2014-10-12,FI,,898.1474217798303,261.8937661975765,2132.306639834448,738.9136470486019,223.1953300402753,2458.8521382154763,1388.6498040826525,734.9643340754986,,,856.476329570187,1538.8269772146487,,108.94250064271489,,2309.880236770307
2014-10-12,FR,46.055382477986775,,23.126932807884888,1073.0762486066255,1405.6301250628107,143.70751133129232,1385.9550944371422,1154.506293817646,1103.1480778083708,309.784769125474,207.5784184790908,686.0869239095713,1630.6580868338212,113.69576102407083,407.08962407345297,21.91029885199224,3304.05176676716
2014-10-12,GB-ENG,89.64190824758143,21.066875959854,202.2406380020976,2761.597100464362,2338.952699223718,224.8349811804359,1047.182515463967,2779.54923141217,3264.2012965982804,1422.939677190194,323.5123333564309,799.246843554604,1674.0487180505963,155.17463313358618,885.8272993722214,72.41860638361764,5122.618437433729
2014-10-12,GB-NIR,,1650.5205138655476,,2881.062908956306,2203.287842462168,0.0,904.9689279378262,2648.079906429961,2803.695631401074,,0.0,858.791661319536,1188.6969229602864,,585.5021730249714,,4761.452637884292
2014-10-12,GB-SCT,,133.40247470216153,0.0,2622.3275783116987,2405.8223623123367,252.93609964782448,1014.5342326934792,1967.9154649305965,3212.324406302052,1519.997845680186,323.6431889869089,820.3860993281369,1705.2142332381968,152.83328371007696,842.7698169417707,,4673.223039938298
2014-10-12,GB-WLS,,1707.967191763276,,2763.642753158827,1850.3444360874464,0.0,1059.774069361686,2734.5618205919845,3331.01937507424,,378.20085501442327,727.0655007825508,1515.4264405025592,0.0,898.4900333313182,,5373.384719200616
2014-10-12,GR,,353.1258733885812,,516.1570243922819,1157.8097227258422,150.0588448173108,1715.7249631254683,877.1547875149531,652.6089067033998,,105.20165188981773,109.91190021826576,994.3885803654288,,375.3525718254909,,3180.951610591724
2014-10-12,HR,,478.9760764678548,,1123.6527377444763,2347.111173501438,,454.6558223792205,1723.853395586765,599.3534886852526,,,1099.5618255585273,474.6744798112791,,547.6620950697474,,2321.9945987746264
2014-10-12,HU,,0.0,,792.8522380822847,1203.0986620737376,162.36594454388663,530.5214596260665,1325.770839938583,412.5304724133913,,252.3109475149791,1084.0162054816558,538.1799830669661,119.17906857469148,658.9509471447262,,3049.0520659051253
2014-10-12,IE,,877.0973565555327,114.9133270408729,2143.6416704184235,1941.4518800349013,261.5661407773419,1004.606332664722,1940.368292682287,2321.5590048388644,,499.9521001131596,212.70117597214823,1752.849847619812,181.81415035187985,780.4181648911821,,5640.993571853817
2014-10-12,IS,,6331.058452043315,,,,,,,,,,,,,,,5603.928115030022
2014-10-12,IT,56.44342578646671,0.0,0.0,1799.2848341848803,1571.562505549278,137.10904028154968,1997.7529387798363,2048.2215717145823,901.3808129200328,144.69788572720017,2.440755968523411,1160.9196566639362,1136.2581587925042,25.072169907777525,-12.934806709656527,,5217.106368366623
2014-10-12,LT,,1602.4378926055301,,1155.662186744122,1715.500194035539,,312.5780322716864,639.3112888362687,937.948615990083,,,790.6240108959489,622.6680737171048,,,,11151.590354194252
2014-10-12,LU,,2465.49611300922,,0.0,2845.9609340101288,,1876.9427587265648,1565.3432656696284,,,,1155.007246865265,0.0,,,,3414.6985453672187
2014-10-12,LV,,1274.3455915479951,,1212.8541904287592,2020.0057827175333,,3008.4880119590657,1113.480930638774,675.5691496020668,,,758.1714348909208,477.2337355282634,,,,7222.24433040576
2014-10-12,MT,,4924.471410859758,,2303.3427521095014,0.0,,3464.890091945386,2650.500877693653,,,,,,,,,5586.413305593625
2014-10-12,NL,33.57544028566085,,104.9382245493984,1677.8936999037514,1506.8617059162457,468.2079022381733,1801.5259334091077,2212.159610627833,1519.9939610824651,637.710572720737,171.34779296408564,2060.0046621515285,1872.3663921075372,19.662398142577715,1055.680056670126,38.93931729039343,3850.502792977378
2014-10-12,NO,,923.7533603245374,372.1084569328511,1614.484662878209,515.7848433334162,189.02585782358827,2572.345830119603,1872.3072343155552,1096.9363297124278,,125.75347125063462,1776.9610767457534,1151.7092955862856,,321.03177716191743,,3503.004552230564
2014-10-12,PL,34.19916342182158,350.603110878105,37.64890913300343,1285.3820642012297,2313.3188395968928,206.12303401021904,1501.9904763120844,1810.905721414264,1262.859666933277,51.66428786969318,120.37158222181247,710.8470030032787,602.0386574014763,,627.3303311903786,,4044.536402207829
2014-10-12,RO,,154.33425653185904,,2336.9502545118607,1887.574500043009,123.4514213872052,1346.389416295906,1186.8813476078055,1124.9466169833966,,450.0185383237513,654.5921947378046,978.693614414122,71.8047102019583,180.94562421976465,,2930.294580143295
2014-10-12,SI,,,,765.9403146719899,1865.277425565259,,1320.3856982164,1024.9231378299482,1019.3707144920678,,,1167.7301878210785,954.4990944366738,,0.0,,3053.933418554777
2014-10-12,SK,,480.5358378120951,,1079.6262056275284,426.9759469388613,,1019.0603153695812,1283.9753882831685,1145.1493537157255,,,659.1897436437957,728.0902059151156,,565.3021424417539,,2393.321542328761
2014-10-19,AT,,469.63051251937657,189.6958958000834,1596.337217413114,1907.8136714589923,275.4127926726624,1946.1620022154973,1672.004081045102,843.3151688922409,,112.27687397645845,1256.8542059020435,923.9911355799916,,891.837728033453,,2281.7325485681567
2014-10-19,BE,,438.5821198647786,0.0,782.3078244364696,949.6143911791702,185.73707338501728,1355.460263484253,1366.1090706388704,922.6155836292684,,193.70180701598863,947.3823750371586,873.9407254697511,0.0,596.3719185112515,0.0,2428.823787424531
2014-10-19,BG,,254.38319845983332,,908.9457734135644,3313.681105946884,265.9460877902109,3.001895234888707,650.7810208199077,1151.2439867287078,,,530.3758101620264,563.6028371322917,1080.0510228238263,266.33385558198347,,2238.978811308003
2014-10-19,CH,,507.3295747490789,0.0,1315.2854736382324,1435.8340548186552,320.3941488510405,1615.335415930947,2235.5711967134152,1129.8798660310165,,178.88497514857502,1148.1347004367997,971.909424089062,110.30739938404687,644.3205827322631,,2571.2307455807663
2014-10-19,CY,,0.0,,1484.7899588873515,1014.262108938552,,970.8294877131964,2905.8826469216247,898.7812258270183,,,0.0,1.4663834060475565,,0.0,,3226.7569851770663
2014-10-19,CZ,,199.24341410234223,,1015.0124690061002,499.5416101780422,174.5153541604846,901.6662927343574,1044.0627090459122,1183.956747176872,,0.0,625.2698985573641,661.3152174628361,,720.5308182369769,,1083.0914787857655
2014-10-19,DE,18.627363455818003,0.0,264.4236983886337,2450.2136552316088,1921.7757586552127,360.28521259428607,1819.9726082450204,1797.4599536257765,922.574270818383,431.1618677713427,126.43168661603303,1592.9590864305887,809.6748558026796,50.68082113189559,926.449455941958,50.852503371997656,2643.068784576344
2014-10-19,DK,,420.57864443644905,154.63048744675328,1262.9480053411369,439.7973677693424,257.27751000780137,1939.0730640755555,1570.1538527479704,1375.4133729580767,,141.83441449297013,1442.3666536803787,715.748558840222,,457.0139824283127,,2442.7219763489425
2014-10-19,EE,,1057.8720705302203,,1015.999465089978,1069.881407378122,,2062.669833874106,1295.317114027059,0.0,,,278.0732507851168,923.982805548786,,,,5245.014678263966
2014-10-19,ES,25.106280699033537,0.0,40.65876212089632,1047.8384799342402,1127.864455406767,138.90814778219996,1763.1097374840283,1361.1358851967793,1218.782998687065,408.6099557680008,146.1577098973642,474.1684521293484,1558.0233277491072,28.61984484593692,321.4830685954965,,2822.2620066679992
2014-10-19,FI,,929.0068004207698,326.16614313387043,1976.0590878346773,897.2354815917848,254.91936758491528,1964.29626790495,1503.917642972055,680.8547864644321,,,705.6502942774641,1284.2745169813365,,-55.20680116353117,,2001.876042667578
2014-10-19,FR,27.650335237949434,,25.61777536092433,973.8379117433068,1468.3715424707266,165.29064611601416,1321.9501124516564,1210.6385700882586,1056.6403404328485,332.3015518765073,212.18019768471956,638.5551105171312,1571.340683587573,149.85595217701362,425.6922294773907,20.243225680153724,2211.299979104042
2014-10-19,GB-ENG,37.76084753620936,0.0,241.8327905936782,2469.7318461492714,2453.000340019271,271.5695152643282,1028.3024594657832,3121.762501973275,2650.413103064525,1221.5851426027027,307.8809858029946,841.5463058732254,1587.305724330884,159.16579113608404,798.5350635177084,92.43940169596614,2871.694720858535
2014-10-19,GB-NIR,,1440.1360337665667,,2582.947418552412,2456.834283143163,0.0,855.9428470803498,2633.4547610372215,2776.681988264273,,0.0,1335.2545225202991,1516.8706974467686,,788.3296572184659,,2828.665674033563
2014-10-19,GB-SCT,,0.0,159.86645998269378,2131.4975448559744,2111.2364199348785,295.4834718080773,809.0066312731198,1928.0176964037328,2748.3895685627785,1216.4680503747409,278.97781696604767,914.7335133462406,1722.7891785167794,0.0,878.69731528829,,2900.178990963498
2014-10-19,GB-WLS,,1314.335774113939,,2666.541710097699,2030.8369845888085,289.7266790441864,765.420923372019,2388.321691949159,2498.93546577129,,0.0,984.253963897026,2057.8796950110336,0.0,871.1501183084666,,2791.5514272057417
2014-10-19,GR,,367.7652311635249,,533.7613948037921,1034.5292428877626,243.0058537716885,1322.0291234378149,737.5935076827652,590.9850261042649,,123.4433205633427,0.0,943.3413916491164,,350.48431302579235,,1870.14904748298
2014-10-19,HR,,415.66085882442616,,957.2439580558485,2164.8742985245576,,302.66279747821045,1154.757503959719,418.4655549560745,,,1080.245685747051,596.6794252524181,,392.469131899708,,1965.427932631708
2014-10-19,HU,,171.70345539868023,,1044.681300639313,1409.809897798943,132.7693254386837,400.177195170168,1070.3220740994643,399.5760563195697,,246.92666036284325,1036.2185306361737,462.29148447523306,107.67905470250712,745.4466791481823,,2335.449184596564
2014-10-19,IE,,681.4817468214289,138.41842884818226,1762.280529624584,2027.7015088516484,376.1504215012071,1056.8593316197246,1594.5441220924513,1827.661335958178,,521.1487642345061,-171.13650370171297,1766.3914100880402,0.0,719.5204680488628,,3255.4962013646364
2014-10-19,IS,,6185.420523297878,,,,,,,,,,,,,,,3403.1719578760367
2014-10-19,IT,18.98226075912776,0.0,0.0,1759.7586806287284,1539.002150887152,110.6370223326312,1939.185897450188,2056.3823520339465,894.4667976780698,215.7987620651893,2.425895989206854,1167.0380470135183,1095.5249513271708,41.915197496405966,0.7040825036297278,,3613.264428693749
2014-10-19,LT,,1284.291451588108,,908.5270172576116,2016.72640347122,,0.0,622.9771276989163,774.8384887959941,,,969.1223394491534,486.0076690096943,,,,5209.5932002399
2014-10-19,LU,,1988.630942915643,,1205.0723979122745,1506.1413434584622,,1634.4863058246308,0.0,,,,0.0,1321.8096587785187,,,,1890.56492217616
2014-10-19,LV,,1114.7911714028007,,1132.2530257278977,2581.370895771438,,2.0758643581574834,912.178601597402,881.8431219652875,,,796.2008780141615,564.4534395195387,,,,4064.695746785712
2014-10-19,MT,,4637.767170005236,,1717.8662664402286,1650.0567436607412,,0.0,1911.589230216808,,,,,,,,,2750.007291485352
2014-10-19,NL,28.91378651666105,,177.9157735023057,1705.069766640868,1526.1899169106348,473.0223772762874,1618.7989091984823,2161.260865514632,1205.7318157422785,637.0885701353454,172.5228600086418,2208.985998392471,1739.302055908985,-46.63486390394911,977.895759717401,48.22206264675263,3046.5079766469694
2014-10-19,NO,,579.7846039573247,175.3408752320392,1394.8230475883638,583.3896598443143,230.0808053621996,2395.418401309209,1799.2185686710366,948.875240737487,,-87.95892656943005,1850.6151462696664,1140.017381505687,,288.92432026307387,,2616.3094262236505
2014-10-19,PL,23.05121646640757,375.7854677718347,35.806430189212705,1199.9703307206123,2041.8397209036443,217.5466292167293,1386.7355973926117,1710.064221170329,1205.2826136435162,43.884603367468415,126.17161992548073,701.7617866394497,558.7660361363778,,609.5543693981091,,3344.1758402425216
2014-10-19,RO,,213.9077349309165,,2335.2196731305,1763.11107823031,130.87138205426496,1244.6825211668986,857.8941845274226,1188.4542680645793,,320.8426013800793,583.3562211495313,926.1112812218922,105.36426490233428,207.46631230069656,,2462.9035914851893
2014-10-19,SI,,,,1404.336399759864,1787.730811176831,,1253.434908309674,1263.2008686920526,886.4051736452245,,,1413.4554649003885,547.911275765009,,0.0,,2266.296489697842
2014-10-19,SK,,313.5574548036393,,878.6290188200683,547.320823417335,,902.0850120975296,1071.4644007186855,974.1812687158384,,,516.6726451696082,866.1499931547945,,506.9670382098816,,2185.346949645256
2014-10-26,AT,,440.25638329506313,276.29122134069297,1641.2723507959963,1848.6937629100637,267.26287989895195,2035.5409009601196,1667.1025455396689,963.450539110885,,175.44380744475745,1310.3598250963653,828.8654364111887,,1008.4525472979306,,1996.3308733862737
2014-10-26,BE,,384.26084387529727,92.4058731193504,929.142021421568,1098.4346952156986,116.27778963578416,1212.454274588611,1260.3869977988898,878.4196176275819,,169.1704362482378,1138.8377489997708,921.2144072746584,88.93166093520078,525.6238379056815,0.0,2033.5835236269784
2014-10-26,BG,,216.1719082861041,,906.0198120836964,3445.494575367785,257.1259328641817,-124.4976587167593,801.9168619953989,994.1541946383242,,,430.5906721702932,657.1093815122168,1070.868710366073,234.96225592547427,,1492.4102215720936
2014-10-26,CH,,632.2757558473037,97.01017974637384,1337.5762496060058,1486.5918908978315,198.95671977982207,1633.1012884485665,1914.840017594751,1124.7260696258206,,144.97413267811197,1340.91270755331,1017.4079608913562,0.0,668.14470287106,,2297.673666642515
2014-10-26,CY,,736.1762952067232,,1336.7337453103153,1309.1266097169823,,917.286828754884,1620.233131025399,0.0,,,1065.9237671406338,1.4585696770532413,,926.3345197641344,,4108.320161911393
2014-10-26,CZ,,188.1720408433169,,1007.5767413141884,608.2721718057832,0.0,1144.723895649785,985.0134687623467,1119.0312517934356,,0.0,793.0628936602589,596.791716166109,,660.214864221929,,1353.5254410966224
2014-10-26,DE,0.0,0.0,238.0125889096624,2263.8231059173067,2141.1023736294133,409.361966541458,1727.8828600397258,1773.9179578182643,804.5233750578608,387.2139387385158,116.66328128298926,1645.4167807865604,592.8462243419748,37.87100434973129,948.7287863957964,44.177147363282025,2096.6191082007376
2014-10-26,DK,,292.2625952878239,271.56419648577133,1330.813257079482,503.67438635416727,226.6352640623519,2025.363447409632,1668.4114022896274,1234.1009464778767,,119.72564247816145,1403.3809053443292,960.6737985985663,,547.2392901243703,,2255.596246666383
2014-10-26,EE,,1107.881227941194,,844.971700978187,857.5288309302204,,2615.695540233527,997.1130494188308,644.3095825716117,,,174.93101708639404,666.5490667021902,,,,3792.606749162425
2014-10-26,ES,23.307557142278352,18.89586441371235,52.55460115665557,935.1779258808432,1129.1128807143682,133.65436187305824,1682.8690688176532,1257.8368048807456,970.3248739834388,317.7830982048532,131.17993645440492,529.9641125855751,1404.5482763897162,31.673769253426336,298.8105660256792,,2519.2412690235733
2014-10-26,FI,,1183.3072990054902,133.93037486242315,1484.9783843047726,834.9727287944445,312.5326564733247,2287.483047707359,1398.8752652433664,762.193656970876,,,822.4824236373242,1398.7485075666536,,3.420244449285633,,1935.3231211697412
2014-10-26,FR,20.50818211622402,,10.481382598012113,895.6646763219243,1367.401699510174,159.3646862499682,1193.2343947841637,1253.4501803241556,1034.3463795626394,306.1014239123999,195.56215060086276,714.8307694659435,1454.8883482272468,141.89830790582147,400.565082807516,18.67885608215308,1793.1813061479722
2014-10-26,GB-ENG,34.47647395733838,0.0,189.6771376620783,2307.801566128492,2551.8739512520438,238.3402027751044,996.8998323348266,2842.998228495304,2296.6935603497614,958.8845415430408,315.2180145398344,891.5364554749693,1686.743315138465,147.873871000033,782.4957754158015,46.315576237816444,2117.0974531298957
2014-10-26,GB-NIR,,1267.7958348343795,,1976.8520358659864,1803.688803827863,0.0,673.7292048511379,2888.4932729920697,2408.76686565534,,0.0,1211.9011351326465,2239.745273803826,,731.0655338346376,,2005.5289376348503
2014-10-26,GB-SCT,,0.0,148.32036336424653,2057.4984860531317,1868.041425000204,254.40215112765648,828.8559120513607,2077.4255420599743,2547.7169333414545,1225.930183956369,197.0996850175187,883.2802463224316,1500.2363227364933,0.0,815.3126511522364,,2390.0157975043176
2014-10-26,GB-WLS,,1040.326985011101,,2386.3946596210067,1947.2190764653235,339.7999008400978,703.7428086201714,3199.2590254785177,1994.7065788477096,,320.4707729739218,935.6878413636766,1618.5478200524751,0.0,923.6497467880114,,2563.520466815472
2014-10-26,GR,,225.17283113745293,,574.7764655637317,1141.9868953646364,209.4954801979316,1391.9026144508289,770.4791098722727,484.23164295698746,,0.0,0.0,884.7968972442807,,341.6338662868454,,1311.1922917575987
2014-10-26,HR,,418.18907687881847,,1382.5371828490952,2214.9710196253823,,444.68192512576337,1393.5093859743006,711.021583878489,,,1180.2495006336385,413.3978291644593,,479.468956775361,,1811.559388514719
2014-10-26,HU,,219.71666357952577,,1032.2855639627849,1383.1845325874915,173.3444777475225,417.4211070851157,1508.0573378575134,464.8627212379225,,280.33277365455115,913.0134474389056,523.7251414579242,100.4902879223774,573.787798667671,,2179.2887150929905
2014-10-26,IE,,348.2049666062028,223.99486488327355,1791.299191759907,1798.336819549868,217.3754221859505,1008.7354171288554,1949.6094048166688,1358.001252851264,,488.5723608545986,25.137446666831693,1707.0907747532447,132.43090493049448,830.9116960442148,,2287.179781418964
2014-10-26,IS,,8030.386020965607,,,,,,,,,,,,,,,2962.1216193516507
2014-10-26,IT,25.51163204633728,14.465287858898504,19.909345460917063,1815.199163226072,1601.376398538607,130.73670132093235,1969.0840164593328,1815.379346350774,957.23481805378,277.54318573186225,2.411100187352259,1071.0971833013105,1144.877837439,47.341129337184526,-16.822931489193756,,3085.724410965725
2014-10-26,LT,,1246.3382953694904,,990.2640708708378,1547.5629342522045,,0.0,882.0373828907557,661.0403479608572,,,866.1741580961985,633.9436163947348,,,,3879.3327547537065
2014-10-26,LU,,2361.1633945527246,,0.0,1222.4742992689614,,1569.1630317302754,1364.5882036220482,,,,2192.8964946778265,0.0,,,,2231.149947715462
2014-10-26,LV,,1332.2763289136594,,688.6829086468197,1827.8818941525751,,1765.3720766793656,1150.327518129898,734.2296459930831,,,1019.275324112228,880.0221583640771,,,,3539.051127695248
2014-10-26,MT,,4012.5830308441264,,0.0,0.0,,0.0,2262.897200868996,,,,,,,,,1517.9719077468833
