date,location,avian influenza,cluster_all,cold medicine,common cold,cough,dyspnea,fever,headache,influenza,influenza vaccine,nasal congestion,nausea,paracetamol,runny nose,sore throat,throat lozenge,virus
2016-09-18,FR,44.347193917224246,,23.830920167380945,1534.2688477644044,1372.414365555182,147.46803031191578,1321.6837064271772,858.3969763388181,636.4763924936756,90.18963094171326,301.9238121189744,743.3101291574802,1376.9200474167294,207.43205009698025,567.1679388162031,15.273985102019482,1176.7840824914629
2016-09-18,GB-ENG,16.758526881031024,0.0,168.53066151798163,2692.639848889182,2234.749381465804,254.27535839102748,866.3154185402512,2733.366400103906,2111.5570383370864,953.1076496369092,388.4097908404015,13.424616889512208,1781.1562459491145,198.8842635063174,839.1622618206001,31.597955790041844,1824.8028613177128
2016-09-18,GB-NIR,,824.5321014124501,,3954.3146909992947,2923.931100369414,454.4659946131571,1023.3106272743253,2812.579334400403,2163.297601750408,,541.6687733447773,-97.21283841682794,2110.204520811295,,1408.433307931411,,1721.6512008305656
2016-09-18,GB-SCT,,472.977839074095,187.2033733367386,2819.6004061643007,2782.3848537583613,316.8309416645314,879.9361226622115,2399.8527946892245,1582.033433168357,,343.0869693566283,1035.76884394271,1808.105614932567,219.62015075837206,924.5559673221959,,1578.017372592956
2016-09-18,GB-WLS,,826.4719040813513,,3151.0454812146722,2488.1334544129745,379.05128041264504,834.6749420413564,2640.019599102545,1817.9728380893957,,421.97837272199376,1144.9702436107677,2170.956477588659,395.79536453039276,988.2087415204102,,1548.7717719561665
2016-09-18,GR,,195.19084335768235,,443.2814821711607,865.505423965816,249.84214270644867,1436.0333107202343,935.7583084940791,449.05720096744284,,112.46802645153198,148.0629518455333,984.661359021843,,325.3425507393374,,926.7874727879956
2016-09-18,HR,,387.5212897354717,,1544.7710831718323,1624.0607118532685,,437.7536655626899,1307.1481195020272,624.464608856294,,,1167.224759827159,571.4318149505029,,483.27682056865353,,1882.5511583162215
2016-09-18,HU,,0.0,,1632.8711937691792,1159.1371165511252,227.14446309627454,388.6438174311468,1451.1225815818188,310.2665814646689,,340.31651969754796,1075.6974497620454,598.6954939165264,156.93678547472373,861.5626360247195,,2422.0803657283022
2016-09-18,IE,,655.2315753779714,196.12889095154367,3195.4263538302357,2466.700943632665,265.6865534801898,986.9206574049273,2463.5910960441856,1930.6292214764467,,604.709691954065,-28.1430088630741,2053.0579562240437,367.01813690460256,1315.8106718696447,,1449.7966370128986
2016-09-18,IS,,10128.580638769734,,,,,,,,,,,,,,,2780.360764299993
2016-09-18,IT,17.965798027199597,28.376883078283008,32.421411056841706,2119.3423049688467,1222.1313903368925,146.3654814708179,1908.9290221381925,1734.1302575573466,787.8717992163449,73.63591688794281,86.35761764399732,1132.0886480120375,1395.0766124765046,52.05509759640249,27.869892092125895,,2137.282244436537
2016-09-18,LT,,836.2434979600375,,1561.7276355826714,1889.044404233663,,382.7552773662876,942.3687891701983,504.40729316414905,,,953.484004928263,728.4734494584906,,,,3462.3198362527246
2016-09-18,LU,,1655.7934421814764,,1360.3320651384508,0.0,,1908.5350391184213,1608.0172898919627,,,,4036.312109812826,359.92884911270033,,,,1363.4132840317689
2016-09-18,LV,,1474.3873531395545,,1464.9334890971245,2224.7793659480335,,-427.59661681197775,1092.6820947765225,454.8550694840995,,,650.4851372030768,747.7347035835453,,,,2647.750201065395
2016-09-18,MT,,4062.504123915588,,610.0373127972117,0.0,,2133.106492992425,1654.3784758010565,,,,,,,,,1697.6598156907503
2016-09-18,NL,0.0,,129.27631736077575,1867.642865899902,1409.7446231455954,606.7549040643412,1785.6704586677797,2267.949300559305,1105.102953769766,92.90515462152862,184.62928863880248,2328.1766489150423,1774.1865002285024,40.98943594316114,1241.1448160426742,50.48486211355214,1731.2983935494651
2016-09-18,NO,,306.1094203166049,234.05692677138057,1673.5893038289978,566.732274474644,259.233787227854,2710.145343652015,1670.296084436846,798.4456783274397,,318.22565086582665,2187.297851925206,1504.1460486411975,,461.4373145099185,,2005.4341783589384
2016-09-18,PL,0.03748616850702984,356.94312156949195,31.554652640397737,1913.31522259722,1949.4819495707957,183.1510425729095,1480.468475265154,1700.0828184452919,1197.6204466161391,52.12821561923066,172.98510008214564,632.6840960966484,646.4174519237898,,771.1537981082605,,2473.5519170471493
2016-09-18,RO,,97.74008419178249,,2011.888261393502,1194.901975935591,110.87732369221166,1413.2650991138821,1018.6424123269273,583.8050552071666,,457.4008559568421,669.1148972953705,1098.764710977708,25.36107948760379,172.859310787381,,2076.87560955613
2016-09-18,SI,,191.8377496539121,,1951.4198715472871,1991.7904989085814,,1672.2545271916392,1178.9076342125754,719.0016483005118,,,1166.0182056462918,436.35873131141716,,303.8220420485549,,1750.8253975560349
2016-09-18,SK,,367.3931091150119,,1062.572983387571,338.38695939813033,,948.1160181045379,1225.4431633661443,924.5403116112664,,,597.8939113178637,1045.9616654273057,,731.3076033678188,,1603.6264626992622
2016-09-25,AT,,264.1254042413183,243.80195225830795,2270.842589066455,1660.356355414434,282.3797527830466,1854.2175903330244,1816.686498720833,766.7964812290865,,203.89688713389734,1432.3113075653978,736.0508866654703,,1117.770889093402,,1773.0785945611774
2016-09-25,BE,,230.32112191985433,82.91804709369507,1440.4414406841458,1155.2548593745048,149.60516810739364,1435.9177812270393,1523.5698107527005,747.2726647651351,,301.46122696764417,1270.30069990066,999.8569100636113,157.53000311248252,776.8208421665587,0.0,1550.6249414884958
2016-09-25,BG,,183.03242251579135,,1038.4941531100103,2348.198309272397,200.79771242327303,6.864536236316326,913.4733460311248,714.2339430559432,,,749.1047215926585,705.8829241214358,1341.3044873576669,302.28649310610933,,1860.9289822904145
2016-09-25,CH,,228.02470882683795,120.63801362348488,1770.781908656895,1610.0263543833523,245.38547754205547,1847.652309432996,1774.7891639836596,1089.4129521988768,,180.41540901183015,1264.8123024713211,1076.167634197176,0.0,784.4330108727457,,1919.30175897898
